stage,difficulty,loop,noteId,noteType,phraseRole,enemyCue,noteTimeMs,durationMs,noteEndMs,trackTimeMs,nearestBeatMs,nearestSubdivisionMs,signedBeatOffsetMs,signedSubdivisionOffsetMs,signedChartGridOffsetMs,barIndex,beatInBar,chartSubdivisionSupportRatio,beatSupportRatio,timingWarning,droppedFromSpacing
finalhideout,normal,1,normal-l1-0152,tap,kobushi,false,101385,0,101385,101385,101478,101383,-93,2,0,63,1,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0153,tap,answer,false,101685,0,101685,101685,101878,101717,-193,-32,0,63,2,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0154,mash,kobushi,false,102385,1200,103585,102385,102278,102383,107,2,0,63,3,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0155,hold,tame,false,103985,400,104385,103985,103878,103983,107,2,0,64,3,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0156,tap,answer,false,104585,0,104585,104585,104678,104583,-93,2,0,65,1,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0157,tap,answer,false,104785,0,104785,104785,104678,104783,107,2,0,65,1,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0158,tap,kobushi,false,105285,0,105285,105285,105478,105317,-193,-32,0,65,3,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0159,hold,tame,false,105985,400,106385,105985,105878,105983,107,2,0,66,0,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0160,hold,call,true,106585,400,106985,106585,106678,106583,-93,2,0,66,2,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0161,tap,answer,false,107185,0,107185,107185,107078,107183,107,2,0,66,3,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0162,tap,answer,false,107685,0,107685,107685,107878,107717,-193,-32,0,67,1,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0163,mash,kobushi,false,108385,1200,109585,108385,108278,108383,107,2,0,67,2,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0164,hold,tame,false,109985,400,110385,109985,109878,109983,107,2,0,68,2,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0165,tap,answer,false,110585,0,110585,110585,110678,110583,-93,2,0,69,0,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0166,tap,kobushi,false,110785,0,110785,110785,110678,110783,107,2,0,69,0,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0167,tap,answer,false,111185,0,111185,111185,111078,111183,107,2,0,69,1,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0168,mash,kobushi,false,111985,1200,113185,111985,111878,111983,107,2,0,69,3,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0169,hold,tame,false,113585,400,113985,113585,113478,113583,107,2,0,70,3,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0170,tap,answer,false,114185,0,114185,114185,114278,114183,-93,2,0,71,1,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0171,tap,answer,false,114385,0,114385,114385,114278,114383,107,2,0,71,1,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0172,tap,kobushi,false,114885,0,114885,114885,115078,114917,-193,-32,0,71,3,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0173,hold,tame,false,115585,400,115985,115585,115478,115583,107,2,0,72,0,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0174,hold,call,true,116185,400,116585,116185,116278,116183,-93,2,0,72,2,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0175,tap,answer,false,116785,0,116785,116785,116678,116783,107,2,0,72,3,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0176,tap,answer,false,117285,0,117285,117285,117478,117317,-193,-32,0,73,1,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0177,mash,kobushi,false,117985,1200,119185,117985,117878,117983,107,2,0,73,2,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0178,hold,tame,false,119585,400,119985,119585,119478,119583,107,2,0,74,2,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0179,tap,answer,false,120185,0,120185,120185,120278,120183,-93,2,0,75,0,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0180,tap,kobushi,false,120385,0,120385,120385,120278,120383,107,2,0,75,0,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0181,tap,answer,false,120885,0,120885,120885,121078,120917,-193,-32,0,75,2,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0182,mash,kobushi,false,121585,1200,122785,121585,121478,121583,107,2,0,75,3,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0183,hold,tame,false,123185,400,123585,123185,123078,123183,107,2,0,76,3,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0184,tap,answer,false,123785,0,123785,123785,123878,123783,-93,2,0,77,1,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0185,tap,answer,false,123985,0,123985,123985,123878,123983,107,2,0,77,1,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0186,tap,kobushi,false,124485,0,124485,124485,124678,124517,-193,-32,0,77,3,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0187,hold,tame,false,125185,400,125585,125185,125078,125183,107,2,0,78,0,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0188,hold,call,true,125785,400,126185,125785,125878,125783,-93,2,0,78,2,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0189,tap,answer,false,126385,0,126385,126385,126278,126383,107,2,0,78,3,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0190,tap,kobushi,false,126585,0,126585,126585,126678,126583,-93,2,0,79,0,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0191,tap,answer,false,126885,0,126885,126885,127078,126917,-193,-32,0,79,1,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0192,mash,kobushi,false,127585,1200,128785,127585,127478,127583,107,2,0,79,2,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0193,hold,tame,false,129185,400,129585,129185,129078,129183,107,2,0,80,2,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0194,tap,answer,false,129785,0,129785,129785,129878,129783,-93,2,0,81,0,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0195,tap,kobushi,false,129985,0,129985,129985,129878,129983,107,2,0,81,0,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0196,tap,answer,false,130485,0,130485,130485,130678,130517,-193,-32,0,81,2,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0197,mash,kobushi,false,131185,1200,132385,131185,131078,131183,107,2,0,81,3,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0198,hold,tame,false,132785,400,133185,132785,132678,132783,107,2,0,82,3,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0199,tap,answer,false,133385,0,133385,133385,133478,133383,-93,2,0,83,1,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0200,tap,answer,false,133585,0,133585,133585,133478,133583,107,2,0,83,1,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0201,tap,kobushi,false,134185,0,134185,134185,134278,134183,-93,2,0,83,3,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0202,hold,tame,false,134785,400,135185,134785,134678,134783,107,2,0,84,0,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0203,hold,call,true,135385,400,135785,135385,135478,135383,-93,2,0,84,2,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0204,tap,answer,false,135985,0,135985,135985,135878,135983,107,2,0,84,3,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0205,tap,answer,false,136485,0,136485,136485,136678,136517,-193,-32,0,85,1,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0206,mash,kobushi,false,137185,1200,138385,137185,137078,137183,107,2,0,85,2,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0207,hold,tame,false,138785,400,139185,138785,138678,138783,107,2,0,86,2,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0208,tap,answer,false,139385,0,139385,139385,139478,139383,-93,2,0,87,0,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0209,tap,kobushi,false,139585,0,139585,139585,139478,139583,107,2,0,87,0,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0210,tap,answer,false,140085,0,140085,140085,140278,140117,-193,-32,0,87,2,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0211,mash,kobushi,false,140785,1200,141985,140785,140678,140783,107,2,0,87,3,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0212,hold,tame,false,142385,400,142785,142385,142278,142383,107,2,0,88,3,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0213,tap,answer,false,142985,0,142985,142985,143078,142983,-93,2,0,89,1,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0214,tap,answer,false,143185,0,143185,143185,143078,143183,107,2,0,89,1,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0215,tap,kobushi,false,143385,0,143385,143385,143478,143383,-93,2,0,89,2,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0216,tap,kobushi,false,143685,0,143685,143685,143878,143717,-193,-32,0,89,3,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0217,hold,tame,false,144385,400,144785,144385,144278,144383,107,2,0,90,0,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0218,hold,call,true,144985,400,145385,144985,145078,144983,-93,2,0,90,2,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0219,tap,answer,false,145585,0,145585,145585,145478,145583,107,2,0,90,3,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0220,tap,answer,false,146085,0,146085,146085,146278,146117,-193,-32,0,91,1,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0221,mash,kobushi,false,146785,1200,147985,146785,146678,146783,107,2,0,91,2,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0222,hold,tame,false,148385,400,148785,148385,148278,148383,107,2,0,92,2,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0223,tap,answer,false,148985,0,148985,148985,149078,148983,-93,2,0,93,0,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0224,tap,kobushi,false,149185,0,149185,149185,149078,149183,107,2,0,93,0,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0225,tap,answer,false,149585,0,149585,149585,149478,149583,107,2,0,93,1,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0226,mash,kobushi,false,150385,1200,151585,150385,150278,150383,107,2,0,93,3,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0227,hold,tame,false,151985,400,152385,151985,151878,151983,107,2,0,94,3,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0228,tap,answer,false,152585,0,152585,152585,152678,152583,-93,2,0,95,1,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0229,tap,answer,false,152785,0,152785,152785,152678,152783,107,2,0,95,1,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0230,tap,kobushi,false,153285,0,153285,153285,153478,153317,-193,-32,0,95,3,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0231,hold,tame,false,153985,400,154385,153985,153878,153983,107,2,0,96,0,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0232,hold,call,true,154585,400,154985,154585,154678,154583,-93,2,0,96,2,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0233,tap,answer,false,155185,0,155185,155185,155078,155183,107,2,0,96,3,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0234,tap,answer,false,155685,0,155685,155685,155878,155717,-193,-32,0,97,1,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0235,mash,kobushi,false,156385,1200,157585,156385,156278,156383,107,2,0,97,2,0.986,0.934,,no
finalhideout,normal,1,normal-l1-0236,hold,tame,true,157985,1300,159285,157985,157878,157983,107,2,0,98,2,0.986,0.934,,no
finalhideout,normal,1,normal-l1-drop-0001,tap,answer,false,3285,0,3285,3285,3478,3317,-193,-32,0,2,0,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0002,tap,answer,false,6885,0,6885,6885,7078,6917,-193,-32,0,4,1,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0003,tap,answer,false,12885,0,12885,12885,13078,12917,-193,-32,0,8,0,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0004,tap,answer,false,16485,0,16485,16485,16678,16517,-193,-32,0,10,1,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0005,tap,answer,false,22485,0,22485,22485,22678,22517,-193,-32,0,14,0,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0006,tap,answer,false,26085,0,26085,26085,26278,26117,-193,-32,0,16,1,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0007,tap,answer,false,32085,0,32085,32085,32278,32117,-193,-32,0,20,0,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0008,tap,answer,false,35685,0,35685,35685,35878,35717,-193,-32,0,22,1,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0009,tap,answer,false,41685,0,41685,41685,41878,41717,-193,-32,0,26,0,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0010,tap,answer,false,45285,0,45285,45285,45478,45317,-193,-32,0,28,1,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0011,tap,answer,false,51285,0,51285,51285,51478,51317,-193,-32,0,32,0,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0012,tap,answer,false,54885,0,54885,54885,55078,54917,-193,-32,0,34,1,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0013,tap,answer,false,60885,0,60885,60885,61078,60917,-193,-32,0,38,0,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0014,tap,answer,false,64485,0,64485,64485,64678,64517,-193,-32,0,40,1,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0015,tap,answer,false,70485,0,70485,70485,70678,70517,-193,-32,0,44,0,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0016,tap,answer,false,74085,0,74085,74085,74278,74117,-193,-32,0,46,1,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0017,tap,answer,false,80085,0,80085,80085,80278,80117,-193,-32,0,50,0,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0018,tap,answer,false,83685,0,83685,83685,83878,83717,-193,-32,0,52,1,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0019,tap,answer,false,89685,0,89685,89685,89878,89717,-193,-32,0,56,0,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0020,tap,answer,false,93285,0,93285,93285,93478,93317,-193,-32,0,58,1,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0021,tap,answer,false,99285,0,99285,99285,99478,99317,-193,-32,0,62,0,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0022,tap,answer,false,102885,0,102885,102885,103078,102917,-193,-32,0,64,1,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0023,tap,answer,false,108885,0,108885,108885,109078,108917,-193,-32,0,68,0,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0024,tap,answer,false,112485,0,112485,112485,112678,112517,-193,-32,0,70,1,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0025,tap,answer,false,118485,0,118485,118485,118678,118517,-193,-32,0,74,0,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0026,tap,answer,false,122085,0,122085,122085,122278,122117,-193,-32,0,76,1,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0027,tap,answer,false,128085,0,128085,128085,128278,128117,-193,-32,0,80,0,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0028,tap,answer,false,131685,0,131685,131685,131878,131717,-193,-32,0,82,1,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0029,tap,answer,false,137685,0,137685,137685,137878,137717,-193,-32,0,86,0,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0030,tap,answer,false,141285,0,141285,141285,141478,141317,-193,-32,0,88,1,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0031,tap,answer,false,147285,0,147285,147285,147478,147317,-193,-32,0,92,0,0.986,0.934,,playable-spacing
finalhideout,normal,1,normal-l1-drop-0032,tap,answer,false,150885,0,150885,150885,151078,150917,-193,-32,0,94,1,0.986,0.934,,playable-spacing
finalhideout,normal,2,normal-l2-0001,tap,call,true,785,0,785,785,678,783,107,2,0,0,1,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0002,tap,answer,false,1485,0,1485,1485,1478,1517,7,-32,0,0,3,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0003,tap,answer,false,1985,0,1985,1985,1878,1983,107,2,0,1,0,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0004,mash,kobushi,false,2685,1200,3885,2685,2678,2717,7,-32,0,1,2,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0005,hold,tame,false,4285,400,4685,4285,4278,4317,7,-32,0,2,2,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0006,tap,answer,false,4885,0,4885,4885,5078,4917,-193,-32,0,3,0,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0007,tap,kobushi,false,5085,0,5085,5085,5078,5117,7,-32,0,3,0,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0008,tap,answer,false,5385,0,5385,5385,5478,5383,-93,2,0,3,1,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0009,mash,kobushi,false,6085,1200,7285,6085,6278,6117,-193,-32,0,3,3,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0010,hold,tame,false,7685,400,8085,7685,7878,7717,-193,-32,0,4,3,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0011,tap,answer,false,8285,0,8285,8285,8278,8317,7,-32,0,5,0,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0012,tap,kobushi,false,8485,0,8485,8485,8678,8517,-193,-32,0,5,1,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0013,tap,answer,false,8685,0,8685,8685,8678,8717,7,-32,0,5,1,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0014,tap,kobushi,false,8885,0,8885,8885,9078,8917,-193,-32,0,5,2,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0015,hold,tame,false,9485,400,9885,9485,9478,9517,7,-32,0,5,3,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0016,hold,call,true,10085,400,10485,10085,10278,10117,-193,-32,0,6,1,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0017,tap,answer,false,10685,0,10685,10685,10678,10717,7,-32,0,6,2,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0018,tap,answer,false,11085,0,11085,11085,11078,11117,7,-32,0,6,3,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0019,mash,kobushi,false,11685,1200,12885,11685,11878,11717,-193,-32,0,7,1,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0020,hold,tame,false,13285,400,13685,13285,13478,13317,-193,-32,0,8,1,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0021,tap,answer,false,13885,0,13885,13885,13878,13917,7,-32,0,8,2,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0022,tap,kobushi,false,14085,0,14085,14085,14278,14117,-193,-32,0,8,3,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0023,tap,answer,false,14485,0,14485,14485,14678,14517,-193,-32,0,9,0,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0024,mash,kobushi,false,15085,1200,16285,15085,15078,15117,7,-32,0,9,1,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0025,hold,tame,false,16685,400,17085,16685,16678,16717,7,-32,0,10,1,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0026,tap,answer,false,17285,0,17285,17285,17478,17317,-193,-32,0,10,3,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0027,tap,answer,false,17485,0,17485,17485,17478,17517,7,-32,0,10,3,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0028,tap,kobushi,false,17985,0,17985,17985,17878,17983,107,2,0,11,0,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0029,hold,tame,false,18485,400,18885,18485,18678,18517,-193,-32,0,11,2,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0030,hold,call,true,19085,400,19485,19085,19078,19117,7,-32,0,11,3,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0031,tap,answer,false,19685,0,19685,19685,19878,19717,-193,-32,0,12,1,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0032,tap,answer,false,20085,0,20085,20085,20278,20117,-193,-32,0,12,2,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0033,mash,kobushi,false,20785,1200,21985,20785,20678,20783,107,2,0,12,3,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0034,hold,tame,false,22385,400,22785,22385,22278,22383,107,2,0,13,3,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0035,tap,answer,false,22985,0,22985,22985,23078,22983,-93,2,0,14,1,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0036,tap,kobushi,false,23185,0,23185,23185,23078,23183,107,2,0,14,1,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0037,tap,kobushi,false,23385,0,23385,23385,23478,23383,-93,2,0,14,2,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0038,tap,answer,false,23585,0,23585,23585,23478,23583,107,2,0,14,2,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0039,mash,kobushi,false,24185,1200,25385,24185,24278,24183,-93,2,0,15,0,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0040,hold,tame,false,25785,400,26185,25785,25878,25783,-93,2,0,16,0,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0041,tap,answer,false,26385,0,26385,26385,26278,26383,107,2,0,16,1,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0042,tap,answer,false,26585,0,26585,26585,26678,26583,-93,2,0,16,2,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0043,tap,kobushi,false,26885,0,26885,26885,27078,26917,-193,-32,0,16,3,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0044,hold,tame,false,27585,400,27985,27585,27478,27583,107,2,0,17,0,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0045,hold,call,true,28185,400,28585,28185,28278,28183,-93,2,0,17,2,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0046,tap,answer,false,28785,0,28785,28785,28678,28783,107,2,0,17,3,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0047,tap,answer,false,29185,0,29185,29185,29078,29183,107,2,0,18,0,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0048,mash,kobushi,false,29785,1200,30985,29785,29878,29783,-93,2,0,18,2,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0049,hold,tame,false,31385,400,31785,31385,31478,31383,-93,2,0,19,2,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0050,tap,answer,false,31985,0,31985,31985,31878,31983,107,2,0,19,3,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0051,tap,kobushi,false,32185,0,32185,32185,32278,32183,-93,2,0,20,0,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0052,tap,answer,false,32385,0,32385,32385,32278,32383,107,2,0,20,0,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0053,mash,kobushi,false,33185,1200,34385,33185,33078,33183,107,2,0,20,2,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0054,hold,tame,false,34785,400,35185,34785,34678,34783,107,2,0,21,2,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0055,tap,answer,false,35385,0,35385,35385,35478,35383,-93,2,0,22,0,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0056,tap,answer,false,35585,0,35585,35585,35478,35583,107,2,0,22,0,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0057,tap,kobushi,false,35885,0,35885,35885,35878,35917,7,-32,0,22,1,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0058,hold,tame,false,36585,400,36985,36585,36678,36583,-93,2,0,22,3,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0059,hold,call,true,37185,400,37585,37185,37078,37183,107,2,0,23,0,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0060,tap,answer,false,37785,0,37785,37785,37878,37783,-93,2,0,23,2,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0061,tap,answer,false,38185,0,38185,38185,38278,38183,-93,2,0,23,3,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0062,mash,kobushi,false,38885,1200,40085,38885,39078,38917,-193,-32,0,24,1,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0063,hold,tame,false,40485,400,40885,40485,40678,40517,-193,-32,0,25,1,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0064,tap,answer,false,41085,0,41085,41085,41078,41117,7,-32,0,25,2,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0065,tap,kobushi,false,41285,0,41285,41285,41478,41317,-193,-32,0,25,3,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0066,tap,answer,false,41585,0,41585,41585,41478,41583,107,2,0,25,3,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0067,mash,kobushi,false,42285,1200,43485,42285,42278,42317,7,-32,0,26,1,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0068,hold,tame,false,43885,400,44285,43885,43878,43917,7,-32,0,27,1,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0069,tap,answer,false,44485,0,44485,44485,44678,44517,-193,-32,0,27,3,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0070,tap,kobushi,false,44685,0,44685,44685,44678,44717,7,-32,0,27,3,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0071,tap,kobushi,false,44985,0,44985,44985,45078,44983,-93,2,0,28,0,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0072,hold,tame,false,45585,400,45985,45585,45478,45583,107,2,0,28,1,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0073,hold,call,true,46185,400,46585,46185,46278,46183,-93,2,0,28,3,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0074,tap,answer,false,46785,0,46785,46785,46678,46783,107,2,0,29,0,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0075,tap,answer,false,47185,0,47185,47185,47078,47183,107,2,0,29,1,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0076,mash,kobushi,false,47885,1200,49085,47885,47878,47917,7,-32,0,29,3,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0077,hold,tame,false,49485,400,49885,49485,49478,49517,7,-32,0,30,3,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0078,tap,answer,false,50085,0,50085,50085,50278,50117,-193,-32,0,31,1,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0079,tap,kobushi,false,50285,0,50285,50285,50278,50317,7,-32,0,31,1,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0080,tap,answer,false,50485,0,50485,50485,50678,50517,-193,-32,0,31,2,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0081,mash,kobushi,false,51285,1200,52485,51285,51478,51317,-193,-32,0,32,0,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0082,hold,tame,false,52885,400,53285,52885,53078,52917,-193,-32,0,33,0,0.986,0.934,,no
finalhideout,normal,2,normal-l2-0083,tap,answer,false,53485,0,53485,53485,53478,53517,7,-32,0,33,1,0.986,0.934,,no
