creature_id,display_name,body,trait,cost,attack,hp,speed,weird,ability_name
"091-088","早口ロボ","ロボ","早口","6","6","4","4","9","早口異常機構"
"091-089","早口宇宙","宇宙","早口","6","6","4","4","9","早口異常機構"
"091-090","早口時空","時空","早口","6","6","4","4","9","早口異常機構"
"091-091","早口早口","早口","早口","5","5","3","5","9","早口化早口体"
"091-092","早口無口","無口","早口","6","5","3","6","9","早口化無口体"
"091-093","早口巨大","巨大","早口","6","5","3","6","9","早口化巨大体"
"091-094","早口極小","極小","早口","6","5","3","6","9","早口化極小体"
"091-095","早口逆立ち","逆立ち","早口","6","5","3","6","9","早口化逆立ち体"
"091-096","早口透明","透明","早口","6","5","3","6","9","早口化透明体"
"091-097","早口分身","分身","早口","6","5","3","6","9","早口化分身体"
"091-098","早口暴走","暴走","早口","6","5","3","6","9","早口化暴走体"
"091-099","早口変身","変身","早口","6","5","3","6","9","早口化変身体"
"091-100","早口最終","最終","早口","6","5","3","6","9","早口化最終体"
"092-001","無口爺","爺","無口","5","4","4","4","6","無口化爺体"
"092-002","無口婆","婆","無口","5","4","4","4","6","無口化婆体"
"092-003","無口番長","番長","無口","5","4","4","4","6","無口化番長体"
"092-004","無口忍者","忍者","無口","5","4","4","4","6","無口化忍者体"
"092-005","無口侍","侍","無口","5","4","4","4","6","無口化侍体"
"092-006","無口博士","博士","無口","5","4","4","4","6","無口化博士体"
"092-007","無口王様","王様","無口","5","4","4","4","6","無口化王様体"
"092-008","無口姫","姫","無口","5","4","4","4","6","無口化姫体"
"092-009","無口僧侶","僧侶","無口","5","4","4","4","6","無口化僧侶体"
"092-010","無口商人","商人","無口","5","4","4","4","6","無口化商人体"
"092-011","無口受験","受験","無口","4","3","4","3","8","無口化受験体"
"092-012","無口宿題","宿題","無口","4","3","4","3","8","無口化宿題体"
"092-013","無口赤点","赤点","無口","4","3","4","3","8","無口化赤点体"
"092-014","無口合格","合格","無口","4","3","4","3","8","無口化合格体"
"092-015","無口部活","部活","無口","4","3","4","3","8","無口化部活体"
"092-016","無口文化祭","文化祭","無口","4","3","4","3","8","無口化文化祭体"
"092-017","無口校長","校長","無口","4","3","4","3","8","無口化校長体"
"092-018","無口黒板","黒板","無口","4","3","4","3","8","無口化黒板体"
"092-019","無口消しゴム","消しゴム","無口","4","3","4","3","8","無口化消しゴム体"
"092-020","無口給食","給食","無口","4","3","4","3","8","無口化給食体"
"092-021","無口コブシ","コブシ","無口","5","6","3","4","5","無口化コブシ体"
"092-022","無口牙","牙","無口","5","6","3","4","5","無口化牙体"
"092-023","無口角","角","無口","5","6","3","4","5","無口化角体"
"092-024","無口翼","翼","無口","5","6","3","4","5","無口化翼体"
"092-025","無口尻尾","尻尾","無口","5","6","3","4","5","無口化尻尾体"
"092-026","無口目玉","目玉","無口","5","6","3","4","5","無口化目玉体"
"092-027","無口背骨","背骨","無口","5","6","3","4","5","無口化背骨体"
"092-028","無口鎧","鎧","無口","5","6","3","4","5","無口化鎧体"
"092-029","無口鉄球","鉄球","無口","5","6","3","4","5","無口化鉄球体"
"092-030","無口大砲","大砲","無口","5","6","3","4","5","無口化大砲体"
"092-031","無口火山","火山","無口","5","5","3","5","7","無口化火山体"
"092-032","無口雷","雷","無口","5","5","3","5","7","無口化雷体"
"092-033","無口嵐","嵐","無口","5","5","3","5","7","無口化嵐体"
"092-034","無口雪","雪","無口","5","5","3","5","7","無口化雪体"
"092-035","無口砂漠","砂漠","無口","5","5","3","5","7","無口化砂漠体"
"092-036","無口森","森","無口","5","5","3","5","7","無口化森体"
"092-037","無口海","海","無口","5","5","3","5","7","無口化海体"
"092-038","無口月","月","無口","5","5","3","5","7","無口化月体"
"092-039","無口太陽","太陽","無口","5","5","3","5","7","無口化太陽体"
"092-040","無口星","星","無口","5","5","3","5","7","無口化星体"
"092-041","無口猫","猫","無口","5","5","3","6","5","無口化猫体"
"092-042","無口犬","犬","無口","5","5","3","6","5","無口化犬体"
"092-043","無口蛙","蛙","無口","5","5","3","6","5","無口化蛙体"
"092-044","無口鴉","鴉","無口","5","5","3","6","5","無口化鴉体"
"092-045","無口鯨","鯨","無口","5","5","3","6","5","無口化鯨体"
"092-046","無口蛇","蛇","無口","5","5","3","6","5","無口化蛇体"
"092-047","無口蜘蛛","蜘蛛","無口","5","5","3","6","5","無口化蜘蛛体"
"092-048","無口鮫","鮫","無口","5","5","3","6","5","無口化鮫体"
"092-049","無口狐","狐","無口","5","5","3","6","5","無口化狐体"
"092-050","無口亀","亀","無口","5","5","3","6","5","無口化亀体"
"092-051","無口怒り","怒り","無口","5","3","3","4","9","無口化怒り体"
"092-052","無口涙","涙","無口","5","3","3","4","9","無口化涙体"
"092-053","無口笑い","笑い","無口","5","3","3","4","9","無口化笑い体"
"092-054","無口眠り","眠り","無口","5","3","3","4","9","無口化眠り体"
"092-055","無口夢","夢","無口","5","3","3","4","9","無口化夢体"
"092-056","無口記憶","記憶","無口","5","3","3","4","9","無口化記憶体"
"092-057","無口勇気","勇気","無口","5","3","3","4","9","無口化勇気体"
"092-058","無口嘘","嘘","無口","5","3","3","4","9","無口化嘘体"
"092-059","無口影","影","無口","5","3","3","4","9","無口化影体"
"092-060","無口光","光","無口","5","3","3","4","9","無口化光体"
"092-061","無口鬼","鬼","無口","6","6","4","4","9","無口化鬼体"
"092-062","無口天狗","天狗","無口","6","6","4","4","9","無口化天狗体"
"092-063","無口河童","河童","無口","6","6","4","4","9","無口化河童体"
"092-064","無口幽霊","幽霊","無口","6","6","4","4","9","無口化幽霊体"
"092-065","無口妖精","妖精","無口","6","6","4","4","9","無口化妖精体"
"092-066","無口魔王","魔王","無口","6","6","4","4","9","無口化魔王体"
"092-067","無口勇者","勇者","無口","6","6","4","4","9","無口化勇者体"
"092-068","無口魔法","魔法","無口","6","6","4","4","9","無口化魔法体"
"092-069","無口呪い","呪い","無口","6","6","4","4","9","無口化呪い体"
"092-070","無口祈り","祈り","無口","6","6","4","4","9","無口化祈り体"
"092-071","無口鍋","鍋","無口","4","3","5","3","7","無口化鍋体"
"092-072","無口団子","団子","無口","4","3","5","3","7","無口化団子体"
"092-073","無口饅頭","饅頭","無口","4","3","5","3","7","無口化饅頭体"
"092-074","無口傘","傘","無口","4","3","5","3","7","無口化傘体"
"092-075","無口提灯","提灯","無口","4","3","5","3","7","無口化提灯体"
"092-076","無口鏡","鏡","無口","4","3","5","3","7","無口化鏡体"
"092-077","無口時計","時計","無口","4","3","5","3","7","無口化時計体"
"092-078","無口磁石","磁石","無口","4","3","5","3","7","無口化磁石体"
"092-079","無口歯車","歯車","無口","4","3","5","3","7","無口化歯車体"
"092-080","無口鍵","鍵","無口","4","3","5","3","7","無口化鍵体"
"092-081","無口祭り","祭り","無口","6","6","4","4","9","無口異常機構"
"092-082","無口屋台","屋台","無口","6","6","4","4","9","無口異常機構"
"092-083","無口温泉","温泉","無口","6","6","4","4","9","無口異常機構"
"092-084","無口畳","畳","無口","6","6","4","4","9","無口異常機構"
"092-085","無口路地","路地","無口","6","6","4","4","9","無口異常機構"
"092-086","無口地下","地下","無口","6","6","4","4","9","無口異常機構"
"092-087","無口電車","電車","無口","6","6","4","4","9","無口異常機構"
"092-088","無口ロボ","ロボ","無口","6","6","4","4","9","無口異常機構"
"092-089","無口宇宙","宇宙","無口","6","6","4","4","9","無口異常機構"
"092-090","無口時空","時空","無口","6","6","4","4","9","無口異常機構"
"092-091","無口早口","早口","無口","5","5","3","5","9","無口化早口体"
"092-092","無口無口","無口","無口","5","5","3","5","9","無口化無口体"
"092-093","無口巨大","巨大","無口","6","5","3","6","9","無口化巨大体"
"092-094","無口極小","極小","無口","6","5","3","6","9","無口化極小体"
"092-095","無口逆立ち","逆立ち","無口","6","5","3","6","9","無口化逆立ち体"
"092-096","無口透明","透明","無口","6","5","3","6","9","無口化透明体"
"092-097","無口分身","分身","無口","6","5","3","6","9","無口化分身体"
"092-098","無口暴走","暴走","無口","6","5","3","6","9","無口化暴走体"
"092-099","無口変身","変身","無口","6","5","3","6","9","無口化変身体"
"092-100","無口最終","最終","無口","6","5","3","6","9","無口化最終体"
"093-001","巨大爺","爺","巨大","5","4","4","4","6","巨大化爺体"
"093-002","巨大婆","婆","巨大","5","4","4","4","6","巨大化婆体"
"093-003","巨大番長","番長","巨大","5","4","4","4","6","巨大化番長体"
"093-004","巨大忍者","忍者","巨大","5","4","4","4","6","巨大化忍者体"
"093-005","巨大侍","侍","巨大","5","4","4","4","6","巨大化侍体"
"093-006","巨大博士","博士","巨大","5","4","4","4","6","巨大化博士体"
"093-007","巨大王様","王様","巨大","5","4","4","4","6","巨大化王様体"
"093-008","巨大姫","姫","巨大","5","4","4","4","6","巨大化姫体"
"093-009","巨大僧侶","僧侶","巨大","5","4","4","4","6","巨大化僧侶体"
"093-010","巨大商人","商人","巨大","5","4","4","4","6","巨大化商人体"
"093-011","巨大受験","受験","巨大","4","3","4","3","8","巨大化受験体"
"093-012","巨大宿題","宿題","巨大","4","3","4","3","8","巨大化宿題体"
"093-013","巨大赤点","赤点","巨大","4","3","4","3","8","巨大化赤点体"
"093-014","巨大合格","合格","巨大","4","3","4","3","8","巨大化合格体"
"093-015","巨大部活","部活","巨大","4","3","4","3","8","巨大化部活体"
"093-016","巨大文化祭","文化祭","巨大","4","3","4","3","8","巨大化文化祭体"
"093-017","巨大校長","校長","巨大","4","3","4","3","8","巨大化校長体"
"093-018","巨大黒板","黒板","巨大","4","3","4","3","8","巨大化黒板体"
"093-019","巨大消しゴム","消しゴム","巨大","4","3","4","3","8","巨大化消しゴム体"
"093-020","巨大給食","給食","巨大","4","3","4","3","8","巨大化給食体"
"093-021","巨大コブシ","コブシ","巨大","5","6","3","4","5","巨大化コブシ体"
"093-022","巨大牙","牙","巨大","5","6","3","4","5","巨大化牙体"
"093-023","巨大角","角","巨大","5","6","3","4","5","巨大化角体"
"093-024","巨大翼","翼","巨大","5","6","3","4","5","巨大化翼体"
"093-025","巨大尻尾","尻尾","巨大","5","6","3","4","5","巨大化尻尾体"
"093-026","巨大目玉","目玉","巨大","5","6","3","4","5","巨大化目玉体"
"093-027","巨大背骨","背骨","巨大","5","6","3","4","5","巨大化背骨体"
"093-028","巨大鎧","鎧","巨大","5","6","3","4","5","巨大化鎧体"
"093-029","巨大鉄球","鉄球","巨大","5","6","3","4","5","巨大化鉄球体"
"093-030","巨大大砲","大砲","巨大","5","6","3","4","5","巨大化大砲体"
"093-031","巨大火山","火山","巨大","5","5","3","5","7","巨大化火山体"
"093-032","巨大雷","雷","巨大","5","5","3","5","7","巨大化雷体"
"093-033","巨大嵐","嵐","巨大","5","5","3","5","7","巨大化嵐体"
"093-034","巨大雪","雪","巨大","5","5","3","5","7","巨大化雪体"
"093-035","巨大砂漠","砂漠","巨大","5","5","3","5","7","巨大化砂漠体"
"093-036","巨大森","森","巨大","5","5","3","5","7","巨大化森体"
"093-037","巨大海","海","巨大","5","5","3","5","7","巨大化海体"
"093-038","巨大月","月","巨大","5","5","3","5","7","巨大化月体"
"093-039","巨大太陽","太陽","巨大","5","5","3","5","7","巨大化太陽体"
"093-040","巨大星","星","巨大","5","5","3","5","7","巨大化星体"
"093-041","巨大猫","猫","巨大","5","5","3","6","5","巨大化猫体"
"093-042","巨大犬","犬","巨大","5","5","3","6","5","巨大化犬体"
"093-043","巨大蛙","蛙","巨大","5","5","3","6","5","巨大化蛙体"
"093-044","巨大鴉","鴉","巨大","5","5","3","6","5","巨大化鴉体"
"093-045","巨大鯨","鯨","巨大","5","5","3","6","5","巨大化鯨体"
"093-046","巨大蛇","蛇","巨大","5","5","3","6","5","巨大化蛇体"
"093-047","巨大蜘蛛","蜘蛛","巨大","5","5","3","6","5","巨大化蜘蛛体"
"093-048","巨大鮫","鮫","巨大","5","5","3","6","5","巨大化鮫体"
"093-049","巨大狐","狐","巨大","5","5","3","6","5","巨大化狐体"
"093-050","巨大亀","亀","巨大","5","5","3","6","5","巨大化亀体"
"093-051","巨大怒り","怒り","巨大","5","3","3","4","9","巨大化怒り体"
"093-052","巨大涙","涙","巨大","5","3","3","4","9","巨大化涙体"
"093-053","巨大笑い","笑い","巨大","5","3","3","4","9","巨大化笑い体"
"093-054","巨大眠り","眠り","巨大","5","3","3","4","9","巨大化眠り体"
"093-055","巨大夢","夢","巨大","5","3","3","4","9","巨大化夢体"
"093-056","巨大記憶","記憶","巨大","5","3","3","4","9","巨大化記憶体"
"093-057","巨大勇気","勇気","巨大","5","3","3","4","9","巨大化勇気体"
"093-058","巨大嘘","嘘","巨大","5","3","3","4","9","巨大化嘘体"
"093-059","巨大影","影","巨大","5","3","3","4","9","巨大化影体"
"093-060","巨大光","光","巨大","5","3","3","4","9","巨大化光体"
"093-061","巨大鬼","鬼","巨大","6","6","4","4","9","巨大化鬼体"
"093-062","巨大天狗","天狗","巨大","6","6","4","4","9","巨大化天狗体"
"093-063","巨大河童","河童","巨大","6","6","4","4","9","巨大化河童体"
"093-064","巨大幽霊","幽霊","巨大","6","6","4","4","9","巨大化幽霊体"
"093-065","巨大妖精","妖精","巨大","6","6","4","4","9","巨大化妖精体"
"093-066","巨大魔王","魔王","巨大","6","6","4","4","9","巨大化魔王体"
"093-067","巨大勇者","勇者","巨大","6","6","4","4","9","巨大化勇者体"
"093-068","巨大魔法","魔法","巨大","6","6","4","4","9","巨大化魔法体"
"093-069","巨大呪い","呪い","巨大","6","6","4","4","9","巨大化呪い体"
"093-070","巨大祈り","祈り","巨大","6","6","4","4","9","巨大化祈り体"
"093-071","巨大鍋","鍋","巨大","4","3","5","3","7","巨大化鍋体"
"093-072","巨大団子","団子","巨大","4","3","5","3","7","巨大化団子体"
"093-073","巨大饅頭","饅頭","巨大","4","3","5","3","7","巨大化饅頭体"
"093-074","巨大傘","傘","巨大","4","3","5","3","7","巨大化傘体"
"093-075","巨大提灯","提灯","巨大","4","3","5","3","7","巨大化提灯体"
"093-076","巨大鏡","鏡","巨大","4","3","5","3","7","巨大化鏡体"
"093-077","巨大時計","時計","巨大","4","3","5","3","7","巨大化時計体"
"093-078","巨大磁石","磁石","巨大","4","3","5","3","7","巨大化磁石体"
"093-079","巨大歯車","歯車","巨大","4","3","5","3","7","巨大化歯車体"
"093-080","巨大鍵","鍵","巨大","4","3","5","3","7","巨大化鍵体"
"093-081","巨大祭り","祭り","巨大","6","6","4","4","9","巨大異常機構"
"093-082","巨大屋台","屋台","巨大","6","6","4","4","9","巨大異常機構"
"093-083","巨大温泉","温泉","巨大","6","6","4","4","9","巨大異常機構"
"093-084","巨大畳","畳","巨大","6","6","4","4","9","巨大異常機構"
"093-085","巨大路地","路地","巨大","6","6","4","4","9","巨大異常機構"
"093-086","巨大地下","地下","巨大","6","6","4","4","9","巨大異常機構"
"093-087","巨大電車","電車","巨大","6","6","4","4","9","巨大異常機構"
"093-088","巨大ロボ","ロボ","巨大","6","6","4","4","9","巨大異常機構"
"093-089","巨大宇宙","宇宙","巨大","6","6","4","4","9","巨大異常機構"
"093-090","巨大時空","時空","巨大","6","6","4","4","9","巨大異常機構"
"093-091","巨大早口","早口","巨大","5","5","3","5","9","巨大化早口体"
"093-092","巨大無口","無口","巨大","5","5","3","5","9","巨大化無口体"
"093-093","巨大巨大","巨大","巨大","5","5","3","5","9","巨大化巨大体"
"093-094","巨大極小","極小","巨大","6","5","3","6","9","巨大化極小体"
"093-095","巨大逆立ち","逆立ち","巨大","6","5","3","6","9","巨大化逆立ち体"
"093-096","巨大透明","透明","巨大","6","5","3","6","9","巨大化透明体"
"093-097","巨大分身","分身","巨大","6","5","3","6","9","巨大化分身体"
"093-098","巨大暴走","暴走","巨大","6","5","3","6","9","巨大化暴走体"
"093-099","巨大変身","変身","巨大","6","5","3","6","9","巨大化変身体"
"093-100","巨大最終","最終","巨大","6","5","3","6","9","巨大化最終体"
"094-001","極小爺","爺","極小","5","4","4","4","6","極小化爺体"
"094-002","極小婆","婆","極小","5","4","4","4","6","極小化婆体"
"094-003","極小番長","番長","極小","5","4","4","4","6","極小化番長体"
"094-004","極小忍者","忍者","極小","5","4","4","4","6","極小化忍者体"
"094-005","極小侍","侍","極小","5","4","4","4","6","極小化侍体"
"094-006","極小博士","博士","極小","5","4","4","4","6","極小化博士体"
"094-007","極小王様","王様","極小","5","4","4","4","6","極小化王様体"
"094-008","極小姫","姫","極小","5","4","4","4","6","極小化姫体"
"094-009","極小僧侶","僧侶","極小","5","4","4","4","6","極小化僧侶体"
"094-010","極小商人","商人","極小","5","4","4","4","6","極小化商人体"
"094-011","極小受験","受験","極小","4","3","4","3","8","極小化受験体"
"094-012","極小宿題","宿題","極小","4","3","4","3","8","極小化宿題体"
"094-013","極小赤点","赤点","極小","4","3","4","3","8","極小化赤点体"
"094-014","極小合格","合格","極小","4","3","4","3","8","極小化合格体"
"094-015","極小部活","部活","極小","4","3","4","3","8","極小化部活体"
"094-016","極小文化祭","文化祭","極小","4","3","4","3","8","極小化文化祭体"
"094-017","極小校長","校長","極小","4","3","4","3","8","極小化校長体"
"094-018","極小黒板","黒板","極小","4","3","4","3","8","極小化黒板体"
"094-019","極小消しゴム","消しゴム","極小","4","3","4","3","8","極小化消しゴム体"
"094-020","極小給食","給食","極小","4","3","4","3","8","極小化給食体"
"094-021","極小コブシ","コブシ","極小","5","6","3","4","5","極小化コブシ体"
"094-022","極小牙","牙","極小","5","6","3","4","5","極小化牙体"
"094-023","極小角","角","極小","5","6","3","4","5","極小化角体"
"094-024","極小翼","翼","極小","5","6","3","4","5","極小化翼体"
"094-025","極小尻尾","尻尾","極小","5","6","3","4","5","極小化尻尾体"
"094-026","極小目玉","目玉","極小","5","6","3","4","5","極小化目玉体"
"094-027","極小背骨","背骨","極小","5","6","3","4","5","極小化背骨体"
"094-028","極小鎧","鎧","極小","5","6","3","4","5","極小化鎧体"
"094-029","極小鉄球","鉄球","極小","5","6","3","4","5","極小化鉄球体"
"094-030","極小大砲","大砲","極小","5","6","3","4","5","極小化大砲体"
"094-031","極小火山","火山","極小","5","5","3","5","7","極小化火山体"
"094-032","極小雷","雷","極小","5","5","3","5","7","極小化雷体"
"094-033","極小嵐","嵐","極小","5","5","3","5","7","極小化嵐体"
"094-034","極小雪","雪","極小","5","5","3","5","7","極小化雪体"
"094-035","極小砂漠","砂漠","極小","5","5","3","5","7","極小化砂漠体"
"094-036","極小森","森","極小","5","5","3","5","7","極小化森体"
"094-037","極小海","海","極小","5","5","3","5","7","極小化海体"
"094-038","極小月","月","極小","5","5","3","5","7","極小化月体"
"094-039","極小太陽","太陽","極小","5","5","3","5","7","極小化太陽体"
"094-040","極小星","星","極小","5","5","3","5","7","極小化星体"
"094-041","極小猫","猫","極小","5","5","3","6","5","極小化猫体"
"094-042","極小犬","犬","極小","5","5","3","6","5","極小化犬体"
"094-043","極小蛙","蛙","極小","5","5","3","6","5","極小化蛙体"
"094-044","極小鴉","鴉","極小","5","5","3","6","5","極小化鴉体"
"094-045","極小鯨","鯨","極小","5","5","3","6","5","極小化鯨体"
"094-046","極小蛇","蛇","極小","5","5","3","6","5","極小化蛇体"
"094-047","極小蜘蛛","蜘蛛","極小","5","5","3","6","5","極小化蜘蛛体"
"094-048","極小鮫","鮫","極小","5","5","3","6","5","極小化鮫体"
"094-049","極小狐","狐","極小","5","5","3","6","5","極小化狐体"
"094-050","極小亀","亀","極小","5","5","3","6","5","極小化亀体"
"094-051","極小怒り","怒り","極小","5","3","3","4","9","極小化怒り体"
"094-052","極小涙","涙","極小","5","3","3","4","9","極小化涙体"
"094-053","極小笑い","笑い","極小","5","3","3","4","9","極小化笑い体"
"094-054","極小眠り","眠り","極小","5","3","3","4","9","極小化眠り体"
"094-055","極小夢","夢","極小","5","3","3","4","9","極小化夢体"
"094-056","極小記憶","記憶","極小","5","3","3","4","9","極小化記憶体"
"094-057","極小勇気","勇気","極小","5","3","3","4","9","極小化勇気体"
"094-058","極小嘘","嘘","極小","5","3","3","4","9","極小化嘘体"
"094-059","極小影","影","極小","5","3","3","4","9","極小化影体"
"094-060","極小光","光","極小","5","3","3","4","9","極小化光体"
"094-061","極小鬼","鬼","極小","6","6","4","4","9","極小化鬼体"
"094-062","極小天狗","天狗","極小","6","6","4","4","9","極小化天狗体"
"094-063","極小河童","河童","極小","6","6","4","4","9","極小化河童体"
"094-064","極小幽霊","幽霊","極小","6","6","4","4","9","極小化幽霊体"
"094-065","極小妖精","妖精","極小","6","6","4","4","9","極小化妖精体"
"094-066","極小魔王","魔王","極小","6","6","4","4","9","極小化魔王体"
"094-067","極小勇者","勇者","極小","6","6","4","4","9","極小化勇者体"
"094-068","極小魔法","魔法","極小","6","6","4","4","9","極小化魔法体"
"094-069","極小呪い","呪い","極小","6","6","4","4","9","極小化呪い体"
"094-070","極小祈り","祈り","極小","6","6","4","4","9","極小化祈り体"
"094-071","極小鍋","鍋","極小","4","3","5","3","7","極小化鍋体"
"094-072","極小団子","団子","極小","4","3","5","3","7","極小化団子体"
"094-073","極小饅頭","饅頭","極小","4","3","5","3","7","極小化饅頭体"
"094-074","極小傘","傘","極小","4","3","5","3","7","極小化傘体"
"094-075","極小提灯","提灯","極小","4","3","5","3","7","極小化提灯体"
"094-076","極小鏡","鏡","極小","4","3","5","3","7","極小化鏡体"
"094-077","極小時計","時計","極小","4","3","5","3","7","極小化時計体"
"094-078","極小磁石","磁石","極小","4","3","5","3","7","極小化磁石体"
"094-079","極小歯車","歯車","極小","4","3","5","3","7","極小化歯車体"
"094-080","極小鍵","鍵","極小","4","3","5","3","7","極小化鍵体"
"094-081","極小祭り","祭り","極小","6","6","4","4","9","極小異常機構"
"094-082","極小屋台","屋台","極小","6","6","4","4","9","極小異常機構"
"094-083","極小温泉","温泉","極小","6","6","4","4","9","極小異常機構"
"094-084","極小畳","畳","極小","6","6","4","4","9","極小異常機構"
"094-085","極小路地","路地","極小","6","6","4","4","9","極小異常機構"
"094-086","極小地下","地下","極小","6","6","4","4","9","極小異常機構"
"094-087","極小電車","電車","極小","6","6","4","4","9","極小異常機構"
"094-088","極小ロボ","ロボ","極小","6","6","4","4","9","極小異常機構"
"094-089","極小宇宙","宇宙","極小","6","6","4","4","9","極小異常機構"
"094-090","極小時空","時空","極小","6","6","4","4","9","極小異常機構"
"094-091","極小早口","早口","極小","5","5","3","5","9","極小化早口体"
"094-092","極小無口","無口","極小","5","5","3","5","9","極小化無口体"
"094-093","極小巨大","巨大","極小","5","5","3","5","9","極小化巨大体"
"094-094","極小極小","極小","極小","5","5","3","5","9","極小化極小体"
"094-095","極小逆立ち","逆立ち","極小","6","5","3","6","9","極小化逆立ち体"
"094-096","極小透明","透明","極小","6","5","3","6","9","極小化透明体"
"094-097","極小分身","分身","極小","6","5","3","6","9","極小化分身体"
"094-098","極小暴走","暴走","極小","6","5","3","6","9","極小化暴走体"
"094-099","極小変身","変身","極小","6","5","3","6","9","極小化変身体"
"094-100","極小最終","最終","極小","6","5","3","6","9","極小化最終体"
"095-001","逆立ち爺","爺","逆立ち","5","4","4","4","6","逆立ち化爺体"
"095-002","逆立ち婆","婆","逆立ち","5","4","4","4","6","逆立ち化婆体"
"095-003","逆立ち番長","番長","逆立ち","5","4","4","4","6","逆立ち化番長体"
"095-004","逆立ち忍者","忍者","逆立ち","5","4","4","4","6","逆立ち化忍者体"
"095-005","逆立ち侍","侍","逆立ち","5","4","4","4","6","逆立ち化侍体"
"095-006","逆立ち博士","博士","逆立ち","5","4","4","4","6","逆立ち化博士体"
"095-007","逆立ち王様","王様","逆立ち","5","4","4","4","6","逆立ち化王様体"
"095-008","逆立ち姫","姫","逆立ち","5","4","4","4","6","逆立ち化姫体"
"095-009","逆立ち僧侶","僧侶","逆立ち","5","4","4","4","6","逆立ち化僧侶体"
"095-010","逆立ち商人","商人","逆立ち","5","4","4","4","6","逆立ち化商人体"
"095-011","逆立ち受験","受験","逆立ち","4","3","4","3","8","逆立ち化受験体"
"095-012","逆立ち宿題","宿題","逆立ち","4","3","4","3","8","逆立ち化宿題体"
"095-013","逆立ち赤点","赤点","逆立ち","4","3","4","3","8","逆立ち化赤点体"
"095-014","逆立ち合格","合格","逆立ち","4","3","4","3","8","逆立ち化合格体"
"095-015","逆立ち部活","部活","逆立ち","4","3","4","3","8","逆立ち化部活体"
"095-016","逆立ち文化祭","文化祭","逆立ち","4","3","4","3","8","逆立ち化文化祭体"
"095-017","逆立ち校長","校長","逆立ち","4","3","4","3","8","逆立ち化校長体"
"095-018","逆立ち黒板","黒板","逆立ち","4","3","4","3","8","逆立ち化黒板体"
"095-019","逆立ち消しゴム","消しゴム","逆立ち","4","3","4","3","8","逆立ち化消しゴム体"
"095-020","逆立ち給食","給食","逆立ち","4","3","4","3","8","逆立ち化給食体"
"095-021","逆立ちコブシ","コブシ","逆立ち","5","6","3","4","5","逆立ち化コブシ体"
"095-022","逆立ち牙","牙","逆立ち","5","6","3","4","5","逆立ち化牙体"
"095-023","逆立ち角","角","逆立ち","5","6","3","4","5","逆立ち化角体"
"095-024","逆立ち翼","翼","逆立ち","5","6","3","4","5","逆立ち化翼体"
"095-025","逆立ち尻尾","尻尾","逆立ち","5","6","3","4","5","逆立ち化尻尾体"
"095-026","逆立ち目玉","目玉","逆立ち","5","6","3","4","5","逆立ち化目玉体"
"095-027","逆立ち背骨","背骨","逆立ち","5","6","3","4","5","逆立ち化背骨体"
"095-028","逆立ち鎧","鎧","逆立ち","5","6","3","4","5","逆立ち化鎧体"
"095-029","逆立ち鉄球","鉄球","逆立ち","5","6","3","4","5","逆立ち化鉄球体"
"095-030","逆立ち大砲","大砲","逆立ち","5","6","3","4","5","逆立ち化大砲体"
"095-031","逆立ち火山","火山","逆立ち","5","5","3","5","7","逆立ち化火山体"
"095-032","逆立ち雷","雷","逆立ち","5","5","3","5","7","逆立ち化雷体"
"095-033","逆立ち嵐","嵐","逆立ち","5","5","3","5","7","逆立ち化嵐体"
"095-034","逆立ち雪","雪","逆立ち","5","5","3","5","7","逆立ち化雪体"
"095-035","逆立ち砂漠","砂漠","逆立ち","5","5","3","5","7","逆立ち化砂漠体"
"095-036","逆立ち森","森","逆立ち","5","5","3","5","7","逆立ち化森体"
"095-037","逆立ち海","海","逆立ち","5","5","3","5","7","逆立ち化海体"
"095-038","逆立ち月","月","逆立ち","5","5","3","5","7","逆立ち化月体"
"095-039","逆立ち太陽","太陽","逆立ち","5","5","3","5","7","逆立ち化太陽体"
"095-040","逆立ち星","星","逆立ち","5","5","3","5","7","逆立ち化星体"
"095-041","逆立ち猫","猫","逆立ち","5","5","3","6","5","逆立ち化猫体"
"095-042","逆立ち犬","犬","逆立ち","5","5","3","6","5","逆立ち化犬体"
"095-043","逆立ち蛙","蛙","逆立ち","5","5","3","6","5","逆立ち化蛙体"
"095-044","逆立ち鴉","鴉","逆立ち","5","5","3","6","5","逆立ち化鴉体"
"095-045","逆立ち鯨","鯨","逆立ち","5","5","3","6","5","逆立ち化鯨体"
"095-046","逆立ち蛇","蛇","逆立ち","5","5","3","6","5","逆立ち化蛇体"
"095-047","逆立ち蜘蛛","蜘蛛","逆立ち","5","5","3","6","5","逆立ち化蜘蛛体"
"095-048","逆立ち鮫","鮫","逆立ち","5","5","3","6","5","逆立ち化鮫体"
"095-049","逆立ち狐","狐","逆立ち","5","5","3","6","5","逆立ち化狐体"
"095-050","逆立ち亀","亀","逆立ち","5","5","3","6","5","逆立ち化亀体"
"095-051","逆立ち怒り","怒り","逆立ち","5","3","3","4","9","逆立ち化怒り体"
"095-052","逆立ち涙","涙","逆立ち","5","3","3","4","9","逆立ち化涙体"
"095-053","逆立ち笑い","笑い","逆立ち","5","3","3","4","9","逆立ち化笑い体"
"095-054","逆立ち眠り","眠り","逆立ち","5","3","3","4","9","逆立ち化眠り体"
